w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[0.7920239, 3.75463, 3.437898, 56.19209, 0.9488415]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
POFUT1	4.376585e-02	1.725308e-01	3.023844	8.603539e-01	1.000000e+00	0.130155	7	0	5
POFUT2	2.803314e-02	1.320047e-01	3.449846	8.928747e-01	1.000000e+00	0.035609	2	0	3
POGK	9.407657e-02	2.747666e-01	2.419751	8.782260e-01	1.000000e+00	0.091931	2	0	2
POGLUT1	7.878585e-01	8.759406e-01	0.499357	4.988142e-01	1.000000e+00	1.121740	3	0	0
POGZ	2.253545e-01	4.606797e-01	1.586425	6.256813e-01	1.000000e+00	0.771043	9	1	5
POLA1	1.516893e-01	3.648754e-01	1.978546	8.782260e-01	1.000000e+00	0.091960	1	0	1
POLA2	6.093557e-01	7.610728e-01	0.778869	5.519126e-02	1.000000e+00	3.981869	5	3	2
POLB	1.678381e-01	3.878270e-01	1.860160	8.782260e-01	1.000000e+00	0.095331	1	0	1
POLD1	3.571556e-06	2.496879e-04	11.301494	1.000000e+00	1.000000e+00	0.000034	4	0	12
POLD2	1.516893e-01	3.648754e-01	1.967093	8.700632e-01	1.000000e+00	0.116270	2	0	2
POLD3	1.980856e-01	4.275516e-01	1.710898	8.262367e-01	1.000000e+00	0.257080	4	0	2
POLD4	5.980571e-02	2.085045e-01	2.768002	1.000000e+00	1.000000e+00	0.062787	0	0	1
POLDIP2	9.631237e-02	2.783782e-01	2.399000	1.000000e+00	1.000000e+00	0.090809	0	0	1
POLDIP3	5.583235e-01	7.244815e-01	0.877225	6.949945e-01	1.000000e+00	0.544902	3	0	1
POLE	4.464445e-05	1.855976e-03	9.144820	1.000000e+00	1.000000e+00	0.001388	12	0	14
POLE2	7.878585e-01	8.759406e-01	0.497391	6.109468e-01	1.000000e+00	0.808557	2	0	0
POLE3	2.678006e-01	5.087285e-01	1.421863	1.000000e+00	1.000000e+00	0.241264	0	0	0
POLE4	4.855513e-01	6.713058e-01	1.015634	1.000000e+00	1.000000e+00	0.362173	0	0	0
POLG	3.481410e-01	5.837061e-01	1.238615	6.741616e-01	1.000000e+00	0.606688	6	0	2
POLG2	5.291939e-01	7.017073e-01	0.935049	4.562967e-01	1.000000e+00	1.267704	10	0	2
POLH	3.944641e-01	6.174479e-01	1.144906	4.562967e-01	1.000000e+00	1.260381	4	1	2
POLI	2.393300e-02	1.200573e-01	3.597513	8.866370e-01	1.000000e+00	0.048466	5	0	4
POLK	3.944641e-01	6.174479e-01	1.159497	7.404675e-01	1.000000e+00	0.466196	4	0	1
POLL	3.481410e-01	5.837061e-01	1.236921	4.988142e-01	1.000000e+00	1.138875	5	1	3
POLM	7.099039e-01	8.285024e-01	0.619828	7.153095e-01	1.000000e+00	0.506740	1	0	0
POLN	3.591664e-01	5.925055e-01	1.219413	4.579628e-02	1.000000e+00	4.202221	6	4	3
POLQ	9.979285e-01	9.994813e-01	0.049191	9.250330e-03	1.000000e+00	6.054795	26	3	3
POLR1A	2.762599e-03	3.127148e-02	5.462495	8.928747e-01	1.000000e+00	0.026274	12	0	10
POLR1B	2.568324e-01	4.968940e-01	1.465548	7.404675e-01	1.000000e+00	0.465445	8	0	3
POLR1C	8.131665e-01	8.910747e-01	0.446300	5.803636e-01	1.000000e+00	0.883666	2	0	0
POLR1D	2.944159e-01	5.359960e-01	1.359552	1.000000e+00	1.000000e+00	0.256776	0	0	0
POLR1E	2.407157e-01	4.798377e-01	1.528909	3.982839e-01	1.000000e+00	1.475251	1	1	1
POLR2A	2.698311e-03	3.084303e-02	5.498963	1.000000e+00	1.000000e+00	0.018135	13	0	11
POLR2B	6.571913e-01	7.952761e-01	0.693026	3.772295e-01	1.000000e+00	1.552654	8	1	2
POLR2C	8.082610e-02	2.497434e-01	2.522350	1.000000e+00	1.000000e+00	0.080271	0	0	1
POLR2D	3.591664e-01	5.925055e-01	1.206576	1.000000e+00	1.000000e+00	0.299220	0	0	0
POLR2E	3.247616e-02	1.445743e-01	3.300308	8.928747e-01	1.000000e+00	0.032594	2	0	3
POLR2F	1.516893e-01	3.648754e-01	1.966905	8.700632e-01	1.000000e+00	0.103068	1	0	1
POLR2G	7.127219e-02	2.318924e-01	2.622880	1.000000e+00	1.000000e+00	0.072594	0	0	1
POLR2H	5.014108e-02	1.877876e-01	2.909350	1.000000e+00	1.000000e+00	0.054511	0	0	1
POLR2I	1.549020e-01	3.697915e-01	1.942209	8.700632e-01	1.000000e+00	0.106130	1	0	1
POLR2J	3.705722e-01	6.009644e-01	1.186884	1.000000e+00	1.000000e+00	0.305171	0	0	0
POLR2J3	4.339959e-01	6.415591e-01	1.084477	1.000000e+00	1.000000e+00	0.338079	0	0	0
POLR2J4	9.865174e-02	2.820391e-01	2.370162	1.000000e+00	1.000000e+00	0.093466	0	0	1
POLR2K	2.944159e-01	5.359960e-01	1.342391	1.000000e+00	1.000000e+00	0.261220	0	0	0
POLR2L	4.206400e-01	6.322811e-01	1.117122	1.000000e+00	1.000000e+00	0.327220	0	0	0
POLR3A	1.311654e-02	8.370370e-02	4.092158	8.866370e-01	1.000000e+00	0.041811	8	0	7
POLR3B	3.276028e-01	5.667841e-01	1.267409	5.110843e-01	1.000000e+00	1.089689	16	0	4
POLR3C	8.987928e-01	9.406710e-01	0.307476	3.821779e-01	1.000000e+00	1.539471	4	0	0
POLR3D	4.982321e-04	1.019737e-02	7.037286	1.000000e+00	1.000000e+00	0.001081	2	0	6
POLR3E	5.014108e-02	1.877876e-01	2.905784	8.825583e-01	1.000000e+00	0.069643	3	0	3
POLR3F	5.982892e-01	7.524875e-01	0.793707	7.734223e-01	1.000000e+00	0.414504	1	0	0
POLR3G	3.821529e-01	6.096809e-01	1.176909	8.140469e-01	1.000000e+00	0.291643	1	0	0
POLR3GL	5.877138e-01	7.457693e-01	0.803279	7.635844e-01	1.000000e+00	0.432399	1	0	0
POLR3H	6.209025e-01	7.694706e-01	0.757038	7.635844e-01	1.000000e+00	0.439121	1	0	0
POLR3K	1.549020e-01	3.697915e-01	1.951922	8.700632e-01	1.000000e+00	0.100662	1	0	1
POLRMT	5.014108e-02	1.877876e-01	2.916803	6.867120e-01	1.000000e+00	0.563473	3	1	4
POM121	8.634094e-01	9.189417e-01	0.366733	2.275938e-01	1.000000e+00	2.236469	16	1	5
POM121C	1.397764e-01	3.474123e-01	2.046904	8.700632e-01	1.000000e+00	0.116001	3	0	3
POM121L12	7.178828e-04	1.307317e-02	6.673843	8.519965e-01	1.000000e+00	0.154507	39	4	31
POM121L2	4.604611e-01	6.561544e-01	1.052107	1.000000e+00	1.000000e+00	0.349201	0	0	0
POM121L4P	4.604611e-01	6.561544e-01	1.043922	1.000000e+00	1.000000e+00	0.352071	0	0	0
POMC	6.321619e-01	7.776416e-01	0.729957	4.441159e-01	1.000000e+00	1.319410	7	0	1
POMGNT1	1.784939e-01	4.020959e-01	1.814057	8.419086e-01	1.000000e+00	0.188350	3	0	2
POMP	3.377835e-01	5.754898e-01	1.252681	1.000000e+00	1.000000e+00	0.285738	0	0	0
POMT1	4.355513e-03	4.167094e-02	5.070967	1.000000e+00	1.000000e+00	0.003555	1	0	4
POMT2	1.397764e-01	3.474123e-01	2.049044	8.321386e-01	1.000000e+00	0.222886	6	0	4
POMZP3	3.705722e-01	6.009644e-01	1.184375	1.000000e+00	1.000000e+00	0.305937	0	0	0
PON1	6.321619e-01	7.776416e-01	0.720257	3.475160e-01	1.000000e+00	1.674315	27	2	8
PON2	7.878585e-01	8.759406e-01	0.494283	6.109468e-01	1.000000e+00	0.812028	2	0	0
POP1	2.253545e-01	4.606797e-01	1.589145	6.033340e-01	1.000000e+00	0.822645	13	0	4
POP4	2.857245e-05	1.313629e-03	9.672430	1.000000e+00	1.000000e+00	0.000063	0	0	6
POP5	4.339959e-01	6.415591e-01	1.090016	1.000000e+00	1.000000e+00	0.336211	0	0	0
POP7	7.498875e-01	8.509575e-01	0.549746	7.048359e-01	1.000000e+00	0.532676	1	0	0
POPDC2	3.096646e-01	5.506001e-01	1.315097	7.887800e-01	1.000000e+00	0.365994	4	0	2
POPDC3	3.183507e-02	1.427759e-01	3.330546	7.887800e-01	1.000000e+00	0.370065	4	1	4
POR	4.731901e-01	6.640029e-01	1.021727	7.273599e-01	1.000000e+00	0.483135	3	0	1
PORCN	1.980856e-01	4.275516e-01	1.708771	5.172703e-01	1.000000e+00	1.063933	2	1	2
POSTN	1.234991e-01	3.229070e-01	2.171828	7.817083e-01	1.000000e+00	0.387532	14	0	6
POT1	1.980856e-01	4.275516e-01	1.706955	7.950766e-01	1.000000e+00	0.355921	7	0	3
POTEA	7.099039e-01	8.285024e-01	0.607257	3.185649e-01	1.000000e+00	1.791626	20	1	4
POTEB	7.099039e-01	8.285024e-01	0.617215	6.455981e-01	1.000000e+00	0.710278	2	0	0
POTEC	2.571520e-04	6.469003e-03	7.648092	1.000000e+00	1.000000e+00	0.018974	35	0	18
POTED	6.444355e-01	7.866226e-01	0.700509	1.085182e-01	1.000000e+00	3.169575	11	3	3
POTEE	0.000000e+00	0.000000e+00	14.912265	1.000000e+00	1.000000e+00	0.000152	36	0	27
POTEF	1.785778e-06	1.338688e-04	11.416840	1.000000e+00	1.000000e+00	0.001988	36	0	23
POTEG	2.803314e-02	1.320047e-01	3.443529	8.321386e-01	1.000000e+00	0.232221	37	2	16
POTEH	0.000000e+00	0.000000e+00	17.824204	8.928747e-01	1.000000e+00	0.029978	24	3	29
POTEI	3.377835e-01	5.754898e-01	1.259217	1.000000e+00	1.000000e+00	0.283876	0	0	0
POTEJ	3.276028e-01	5.667841e-01	1.268386	1.000000e+00	1.000000e+00	0.281285	0	0	0
POTEM	7.231776e-01	8.359964e-01	0.589421	3.376192e-01	1.000000e+00	1.711242	9	1	2
POU1F1	1.081271e-01	2.974212e-01	2.289575	8.463999e-01	1.000000e+00	0.177553	5	0	3
POU2AF1	5.678239e-01	7.316215e-01	0.854525	3.772295e-01	1.000000e+00	1.558802	4	1	2
POU2F1	5.136255e-02	1.908307e-01	2.882986	8.866370e-01	1.000000e+00	0.047712	3	0	4
POU2F2	2.080431e-03	2.608014e-02	5.702755	1.000000e+00	1.000000e+00	0.005558	5	0	8
POU2F3	8.634094e-01	9.189417e-01	0.370626	2.239598e-01	1.000000e+00	2.256107	9	1	2
POU3F1	4.731901e-01	6.640029e-01	1.034074	1.000000e+00	1.000000e+00	0.355556	0	0	0
POU3F2	2.355120e-01	4.737141e-01	1.556967	8.603539e-01	1.000000e+00	0.131762	1	0	1
POU3F3	2.620969e-01	5.031160e-01	1.458447	8.603539e-01	1.000000e+00	0.137630	1	0	1
POU3F4	6.444355e-01	7.866226e-01	0.704134	7.523037e-01	1.000000e+00	0.458191	1	0	0
POU4F1	8.510000e-01	9.129701e-01	0.383375	5.433230e-01	1.000000e+00	0.992886	2	0	0
POU4F2	4.074967e-01	6.253665e-01	1.125853	5.050466e-01	1.000000e+00	1.106037	6	1	3
POU4F3	1.311654e-02	8.370370e-02	4.081842	1.000000e+00	1.000000e+00	0.009393	1	0	3
POU5F1	8.260313e-01	8.980546e-01	0.426993	5.502339e-01	1.000000e+00	0.974072	2	0	0
POU5F1B	3.276028e-01	5.667841e-01	1.265806	6.514304e-01	1.000000e+00	0.699348	8	0	3
POU5F1P3	8.131665e-01	8.910747e-01	0.445294	5.502339e-01	1.000000e+00	0.962810	2	0	0
POU5F1P4	4.339959e-01	6.415591e-01	1.082621	1.000000e+00	1.000000e+00	0.338707	0	0	0
POU5F2	1.723633e-02	9.908634e-02	3.863078	8.928747e-01	1.000000e+00	0.020198	2	0	4
POU6F1	4.604611e-01	6.561544e-01	1.052048	6.949945e-01	1.000000e+00	0.552903	5	0	2
POU6F2	1.942123e-01	4.224644e-01	1.722027	1.976160e-01	1.000000e+00	2.400334	22	4	13
PPA1	3.021144e-01	5.431773e-01	1.320113	1.000000e+00	1.000000e+00	0.267105	0	0	0
PPA2	2.447766e-02	1.219376e-01	3.564792	8.825583e-01	1.000000e+00	0.061952	5	0	4
PPAN-P2RY11	2.303404e-01	4.667318e-01	1.562029	8.603539e-01	1.000000e+00	0.132480	1	0	1
PPAP2A	6.321619e-01	7.776416e-01	0.730750	7.635844e-01	1.000000e+00	0.437686	1	0	0
PPAP2B	4.339959e-01	6.415591e-01	1.083392	5.575021e-01	1.000000e+00	0.945523	15	0	5
PPAP2C	8.510000e-01	9.129701e-01	0.387907	2.617522e-01	1.000000e+00	2.041136	8	0	1
PPAPDC1A	1.033894e-01	2.905988e-01	2.325442	8.321386e-01	1.000000e+00	0.234793	9	0	5
PPAPDC1B	7.099039e-01	8.285024e-01	0.614137	7.273599e-01	1.000000e+00	0.490468	1	0	0
PPAPDC2	8.260313e-01	8.980546e-01	0.422305	5.575021e-01	1.000000e+00	0.944391	2	0	0
PPAPDC3	2.568324e-01	4.968940e-01	1.474412	8.603539e-01	1.000000e+00	0.137120	1	0	1
PPARA	9.178899e-03	6.764048e-02	4.415048	8.928747e-01	1.000000e+00	0.029397	6	0	6
PPARD	9.631237e-02	2.783782e-01	2.392563	8.603539e-01	1.000000e+00	0.137630	4	0	3
PPARG	8.955677e-03	6.649430e-02	4.422233	8.928747e-01	1.000000e+00	0.035151	9	0	7
PPARGC1A	4.074967e-01	6.253665e-01	1.132262	2.384407e-01	1.000000e+00	2.160878	26	0	4
PPARGC1B	2.802136e-01	5.217423e-01	1.387239	6.256813e-01	1.000000e+00	0.778728	11	1	5
PPAT	3.821529e-01	6.096809e-01	1.165387	1.000000e+00	1.000000e+00	0.311802	0	0	0
PPBP	6.209025e-01	7.694706e-01	0.751618	6.184382e-01	1.000000e+00	0.781649	4	0	1
PPCDC	1.988642e-02	1.079697e-01	3.757551	1.000000e+00	1.000000e+00	0.023341	0	0	2
PPCS	9.621522e-01	9.773896e-01	0.196861	1.772778e-01	1.000000e+00	2.546513	6	0	0
PPDPF	7.498875e-01	8.509575e-01	0.550586	6.949945e-01	1.000000e+00	0.543355	1	0	0
PPEF1	4.855513e-01	6.713058e-01	1.013251	6.867120e-01	1.000000e+00	0.566803	4	0	1
PPEF2	2.678006e-01	5.087285e-01	1.423763	5.502339e-01	1.000000e+00	0.969001	17	2	7
PPFIA1	8.759241e-03	6.537385e-02	4.449378	8.866370e-01	1.000000e+00	0.053415	12	0	8
PPFIA2	9.841226e-01	9.916131e-01	0.128611	1.648273e-03	1.000000e+00	8.056580	42	10	9
PPFIA3	7.231776e-01	8.359964e-01	0.580018	3.873995e-01	1.000000e+00	1.510390	7	0	1
PPFIA4	0.000000e+00	0.000000e+00	13.323298	1.000000e+00	1.000000e+00	0.000029	8	0	16
PPFIBP1	1.941141e-02	1.062250e-01	3.768274	7.635844e-01	1.000000e+00	0.427668	3	1	4
PPFIBP2	1.712883e-01	3.914381e-01	1.850417	6.741616e-01	1.000000e+00	0.616663	7	1	4
PPHLN1	2.303404e-01	4.667318e-01	1.569180	5.110843e-01	1.000000e+00	1.083227	3	1	2
PPIA	6.431837e-02	2.178887e-01	2.718050	8.866370e-01	1.000000e+00	0.057181	2	0	2
PPIAL4B	3.276028e-01	5.667841e-01	1.274176	1.000000e+00	1.000000e+00	0.279661	0	0	0
PPIAL4G	2.803314e-02	1.320047e-01	3.442830	4.037466e-01	1.000000e+00	1.444641	12	3	8
PPIAP30	2.802136e-01	5.217423e-01	1.384167	1.000000e+00	1.000000e+00	0.250532	0	0	0
PPIB	7.878585e-01	8.759406e-01	0.486381	5.882674e-01	1.000000e+00	0.864385	2	0	0
PPIC	2.291153e-03	2.780668e-02	5.625270	1.000000e+00	1.000000e+00	0.003088	2	0	5
PPID	6.209025e-01	7.694706e-01	0.742417	7.523037e-01	1.000000e+00	0.441908	1	0	0
PPIE	6.603450e-02	2.217305e-01	2.690402	1.000000e+00	1.000000e+00	0.067854	0	0	1
PPIF	6.431837e-02	2.178887e-01	2.711817	8.928747e-01	1.000000e+00	0.030926	1	0	2
PPIG	2.566163e-03	2.993750e-02	5.522542	1.000000e+00	1.000000e+00	0.014042	6	0	5
PPIH	7.487232e-02	2.382081e-01	2.593483	1.000000e+00	1.000000e+00	0.074759	0	0	1
PPIL1	1.261224e-01	3.268814e-01	2.159264	8.700632e-01	1.000000e+00	0.102540	2	0	2
PPIL2	6.766313e-02	2.249733e-01	2.661246	8.603539e-01	1.000000e+00	0.134041	6	0	4
PPIL3	8.385496e-01	9.058607e-01	0.409270	4.926855e-01	1.000000e+00	1.152720	3	0	0
PPIL4	1.643273e-02	9.654811e-02	3.904547	1.000000e+00	1.000000e+00	0.013897	1	0	2
PPIL6	2.159434e-01	4.487642e-01	1.627650	8.373442e-01	1.000000e+00	0.216536	2	0	1
PPIP5K1	2.871460e-01	5.291083e-01	1.363225	3.658702e-02	1.000000e+00	4.468528	5	4	3
PPIP5K2	2.459677e-01	4.853312e-01	1.519705	7.153095e-01	1.000000e+00	0.509821	9	0	3
PPL	7.127219e-02	2.318924e-01	2.635021	7.734223e-01	1.000000e+00	0.411236	21	1	9
PPM1A	2.678006e-01	5.087285e-01	1.427437	8.012733e-01	1.000000e+00	0.328962	3	0	1
PPM1B	8.006250e-01	8.832427e-01	0.463542	5.172703e-01	1.000000e+00	1.071482	3	0	0
PPM1D	9.425247e-01	9.661267e-01	0.220993	1.945677e-01	1.000000e+00	2.432105	6	0	0
PPM1E	2.678006e-01	5.087285e-01	1.424996	6.184382e-01	1.000000e+00	0.793111	11	0	3
PPM1F	3.705722e-01	6.009644e-01	1.188764	8.075896e-01	1.000000e+00	0.307513	2	0	1
PPM1G	2.745455e-02	1.303323e-01	3.460808	1.000000e+00	1.000000e+00	0.018157	1	0	2
PPM1H	8.872299e-01	9.334367e-01	0.333199	1.916979e-01	1.000000e+00	2.452506	6	1	1
PPM1J	8.521019e-02	2.580778e-01	2.492478	8.866370e-01	1.000000e+00	0.041841	1	0	2
PPM1K	9.319851e-01	9.591682e-01	0.250433	2.072931e-02	1.000000e+00	5.136568	3	2	0
PPM1L	5.618058e-03	4.891169e-02	4.851133	8.140469e-01	1.000000e+00	0.281946	4	1	6
PPM1M	1.156291e-01	3.093054e-01	2.232814	8.782260e-01	1.000000e+00	0.096250	2	0	2
PPM1N	1.081271e-01	2.974212e-01	2.283928	1.000000e+00	1.000000e+00	0.101883	0	0	1
PPME1	1.749652e-01	3.970216e-01	1.822285	8.700632e-01	1.000000e+00	0.100535	1	0	1
PPOX	1.861781e-01	4.122909e-01	1.771044	8.519965e-01	1.000000e+00	0.140175	2	0	2
PPP1CA	4.206400e-01	6.322811e-01	1.114823	7.635844e-01	1.000000e+00	0.434122	3	0	1
PPP1CB	4.206400e-01	6.322811e-01	1.103659	6.867120e-01	1.000000e+00	0.564854	4	0	1
PPP1CC	2.568324e-01	4.968940e-01	1.477336	8.321386e-01	1.000000e+00	0.227476	2	0	1
PPP1R10	6.704543e-01	8.043900e-01	0.675970	3.722222e-01	1.000000e+00	1.560011	9	1	3
PPP1R11	1.823654e-01	4.073759e-01	1.795241	8.373442e-01	1.000000e+00	0.211313	3	0	2
PPP1R12A	2.205382e-01	4.545177e-01	1.619461	5.882674e-01	1.000000e+00	0.877844	4	1	2
PPP1R12B	1.678381e-01	3.878270e-01	1.868114	6.687257e-01	1.000000e+00	0.621554	7	1	4
PPP1R12C	9.631237e-02	2.783782e-01	2.398633	8.519965e-01	1.000000e+00	0.147909	5	0	4
PPP1R13B	6.209025e-01	7.694706e-01	0.758743	4.210525e-01	1.000000e+00	1.389793	9	1	3
PPP1R13L	6.967767e-01	8.200525e-01	0.631324	4.210525e-01	1.000000e+00	1.385741	9	0	2
PPP1R14A	7.752045e-01	8.676601e-01	0.509029	1.858138e-01	1.000000e+00	2.485615	1	1	0
PPP1R14B	4.206400e-01	6.322811e-01	1.114935	1.000000e+00	1.000000e+00	0.327937	0	0	0
PPP1R14C	8.082610e-02	2.497434e-01	2.527777	6.256813e-01	1.000000e+00	0.771949	1	1	2
PPP1R14D	9.173006e-02	2.704523e-01	2.439774	8.782260e-01	1.000000e+00	0.093664	2	0	2
PPP1R15A	3.442980e-03	3.582311e-02	5.261968	8.140469e-01	1.000000e+00	0.291786	2	1	5
PPP1R15B	1.712883e-01	3.914381e-01	1.847682	8.700632e-01	1.000000e+00	0.105195	1	0	1
PPP1R16A	2.683667e-02	1.285433e-01	3.485808	8.866370e-01	1.000000e+00	0.041874	4	0	5
PPP1R16B	5.087289e-01	6.875631e-01	0.969849	4.381996e-01	1.000000e+00	1.339335	16	2	6
PPP1R17	5.618058e-03	4.891169e-02	4.852660	1.000000e+00	1.000000e+00	0.004255	1	0	3
PPP1R18	3.755670e-02	1.571824e-01	3.172942	8.866370e-01	1.000000e+00	0.044295	2	0	3
PPP1R1A	3.705722e-01	6.009644e-01	1.198650	8.075896e-01	1.000000e+00	0.304909	2	0	1
PPP1R1B	5.125183e-03	4.610442e-02	4.928314	1.000000e+00	1.000000e+00	0.005319	1	0	3
PPP1R1C	3.341191e-03	3.513615e-02	5.294616	1.000000e+00	1.000000e+00	0.002634	1	0	3
PPP1R2	7.487232e-02	2.382081e-01	2.594624	5.363495e-01	1.000000e+00	1.008106	0	1	1
PPP1R21	8.872299e-01	9.334367e-01	0.332755	3.772295e-01	1.000000e+00	1.559284	4	0	0
PPP1R26	1.081271e-01	2.974212e-01	2.293602	8.463999e-01	1.000000e+00	0.174106	6	0	4
PPP1R27	4.731901e-01	6.640029e-01	1.026555	1.000000e+00	1.000000e+00	0.358239	0	0	0
PPP1R2P3	1.851138e-02	1.034531e-01	3.819184	7.817083e-01	1.000000e+00	0.399185	3	1	4
PPP1R32	1.901032e-01	4.172212e-01	1.758045	7.887800e-01	1.000000e+00	0.367815	8	0	4
PPP1R35	7.366674e-01	8.435454e-01	0.564704	6.949945e-01	1.000000e+00	0.543916	1	0	0
PPP1R36	1.131987e-01	3.051215e-01	2.245592	8.012733e-01	1.000000e+00	0.328274	10	0	4
PPP1R3A	1.234991e-01	3.229070e-01	2.160445	1.336780e-01	1.000000e+00	2.901950	79	1	13
PPP1R3B	5.136255e-02	1.908307e-01	2.886183	7.734223e-01	1.000000e+00	0.407504	6	1	5
PPP1R3C	5.188846e-01	6.947493e-01	0.954091	6.391050e-01	1.000000e+00	0.739748	5	0	1
PPP1R3D	5.469838e-03	4.800188e-02	4.866551	1.000000e+00	1.000000e+00	0.004036	1	0	4
PPP1R3F	8.510000e-01	9.129701e-01	0.399040	5.575021e-01	1.000000e+00	0.952497	2	0	0
PPP1R42	7.099039e-01	8.285024e-01	0.604661	6.391050e-01	1.000000e+00	0.738898	2	0	0
PPP1R7	5.690739e-02	2.021761e-01	2.813137	1.000000e+00	1.000000e+00	0.060016	0	0	1
PPP1R8	6.444355e-01	7.866226e-01	0.702454	7.523037e-01	1.000000e+00	0.453538	1	0	0
PPP1R9A	1.901032e-01	4.172212e-01	1.758342	2.780331e-01	1.000000e+00	1.979834	33	0	6
PPP1R9B	4.604611e-01	6.561544e-01	1.052403	7.153095e-01	1.000000e+00	0.514975	3	0	1
PPP2CB	7.231776e-01	8.359964e-01	0.581642	6.256813e-01	1.000000e+00	0.762331	2	0	0
PPP2R1A	8.082610e-02	2.497434e-01	2.524199	8.603539e-01	1.000000e+00	0.127617	5	0	4
PPP2R1B	8.006250e-01	8.832427e-01	0.463689	5.882674e-01	1.000000e+00	0.868983	2	0	0
PPP2R2B	1.901032e-01	4.172212e-01	1.741793	6.391050e-01	1.000000e+00	0.730625	7	1	4
PPP2R2C	3.214401e-05	1.470588e-03	9.566176	1.000000e+00	1.000000e+00	0.000357	7	0	11
PPP2R3A	5.388496e-01	7.093707e-01	0.914053	5.433230e-01	1.000000e+00	0.997114	10	0	2
PPP2R3B	6.255581e-03	5.250300e-02	4.746987	1.000000e+00	1.000000e+00	0.013178	3	0	5
PPP2R3C	1.942123e-01	4.224644e-01	1.729463	8.419086e-01	1.000000e+00	0.187554	2	0	1
PPP2R4	1.712883e-01	3.914381e-01	1.843805	8.700632e-01	1.000000e+00	0.109566	1	0	1
PPP2R5A	2.678006e-01	5.087285e-01	1.420448	5.110843e-01	1.000000e+00	1.089186	2	1	1
PPP2R5B	2.447766e-02	1.219376e-01	3.576489	8.928747e-01	1.000000e+00	0.033666	3	0	4
PPP2R5C	6.093557e-01	7.610728e-01	0.779568	3.772295e-01	1.000000e+00	1.544704	4	1	1
PPP2R5D	3.821529e-01	6.096809e-01	1.171258	1.000000e+00	1.000000e+00	0.309977	0	0	0
PPP2R5E	8.385496e-01	9.058607e-01	0.410891	4.441159e-01	1.000000e+00	1.319150	4	0	0
PPP3CA	4.470303e-01	6.486526e-01	1.077283	7.635844e-01	1.000000e+00	0.426726	3	0	1
PPP3CB	4.604611e-01	6.561544e-01	1.042160	7.523037e-01	1.000000e+00	0.449833	3	0	1
PPP3CC	6.944177e-02	2.284053e-01	2.643612	5.803636e-01	1.000000e+00	0.894858	1	1	2
PPP3R1	3.384407e-02	1.482246e-01	3.273228	1.000000e+00	1.000000e+00	0.037884	0	0	1
PPP3R2	3.591664e-01	5.925055e-01	1.200256	5.433230e-01	1.000000e+00	0.986233	8	1	3
PPP4C	9.425247e-01	9.661267e-01	0.233223	2.384407e-01	1.000000e+00	2.174005	6	0	0
PPP4R1	3.944641e-01	6.174479e-01	1.146223	1.275903e-01	1.000000e+00	2.966396	2	2	1
PPP4R1L	3.705722e-01	6.009644e-01	1.191525	1.000000e+00	1.000000e+00	0.303758	0	0	0
PPP4R2	3.377835e-01	5.754898e-01	1.244097	3.426265e-01	1.000000e+00	1.690205	0	1	0
PPP4R4	1.106754e-01	3.013664e-01	2.277328	4.441159e-01	1.000000e+00	1.313306	37	0	10
PPP5C	7.752045e-01	8.676601e-01	0.506150	5.882674e-01	1.000000e+00	0.863903	2	0	0
PPP5D1	3.182542e-01	5.576395e-01	1.293543	1.000000e+00	1.000000e+00	0.274297	0	0	0
PPP6C	8.510000e-01	9.129701e-01	0.399710	1.661131e-01	1.000000e+00	2.637262	12	2	3
PPP6R1	1.131987e-01	3.051215e-01	2.242743	8.519965e-01	1.000000e+00	0.144188	4	0	3
PPP6R2	1.378264e-02	8.647619e-02	4.054770	8.075896e-01	1.000000e+00	0.319150	6	1	7
PPP6R3	2.400086e-03	2.860792e-02	5.587413	8.463999e-01	1.000000e+00	0.174159	6	1	7
PPRC1	5.409836e-02	1.960396e-01	2.854517	6.687257e-01	1.000000e+00	0.636283	17	2	12
PPT1	7.498875e-01	8.509575e-01	0.550691	6.033340e-01	1.000000e+00	0.826537	2	0	0
PPT2	2.459677e-01	4.853312e-01	1.509022	8.140469e-01	1.000000e+00	0.297472	4	0	2
PPT2-EGFL8	4.206400e-01	6.322811e-01	1.112156	1.000000e+00	1.000000e+00	0.328849	0	0	0
PPTC7	4.604611e-01	6.561544e-01	1.055366	8.012733e-01	1.000000e+00	0.325185	2	0	1
PPWD1	6.967767e-01	8.200525e-01	0.623442	6.391050e-01	1.000000e+00	0.723538	2	0	0
PPY	8.260313e-01	8.980546e-01	0.435816	5.726097e-01	1.000000e+00	0.916094	2	0	0
PPY2	4.974303e-01	6.800728e-01	0.988308	1.000000e+00	1.000000e+00	0.372206	0	0	0
PQBP1	6.209025e-01	7.694706e-01	0.747704	7.635844e-01	1.000000e+00	0.434281	1	0	0
PQLC1	1.851138e-02	1.034531e-01	3.807318	1.000000e+00	1.000000e+00	0.022208	0	0	2
PQLC2	5.291939e-01	7.017073e-01	0.925994	7.153095e-01	1.000000e+00	0.502039	3	0	1
PQLC3	7.231776e-01	8.359964e-01	0.597853	7.048359e-01	1.000000e+00	0.534691	1	0	0
